date,Vancouver,Portland,SanFrancisco,Seattle,LosAngeles,SanDiego,LasVegas,Phoenix,Albuquerque,SanAntonio,Dallas,Houston,KansasCity,SaintLouis,Chicago,Nashville,Indianapolis,Atlanta,Denver,Minneapolis,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,NewYork,Montreal,Boston,Beersheba,TelAvivDistrict,Eilat,Haifa,Nahariyya,Jerusalem
201301121300,25.988,31.604,44.618,29.642,44.168,40.55,32.81,36.77,32.252,43.808,49.028,48.47,51.8,51.404,52.556,61.268,51.278,63.14,32.63,34.74,39.02,61.91,50.02,77.32,40.71,37.81,34.86,37.35,24.04,30.92,45.46,58.42,60.82,54.54,54.54,46.78
201301121400,25.7,31.082,43.394,30.2,42.872,40.478,32.072,35.906,30.452,51.494,54.23,48.758,51.8,50.18,51.368,62.6,53.6,63.77,34.34,34.97,41.2,64.92,48.58,78.8,44.31,38.55,37.53,39.06,25.65,34.9,45.46,55.98,60.82,54.54,54.54,46.78
201301121500,25.736,30.434,42.17,30.2,42.386,44.762,33.224,39.2,29.174,53.762,58.658,54.86,51.8,54.212,50.378,63.068,55.4,64.4,37.94,35.42,44.8,73.67,47.86,80.08,44.8,38.73,40.21,40.46,26.92,37.04,45.46,53.6,62.38,54.54,54.54,46.78
201301121600,25.736,30.776,44.15,28.778,46.202,47.876,35.582,42.818,30.2,56.03,63.608,61.574,55.094,55.67,49.028,64.868,55.202,65.426,38.66,35.85,47.48,77.27,48.2,80.19,45.28,39.58,42.4,41.47,28.72,38.16,45.46,50.65,59,54.54,54.54,46.78
201301121700,27.266,30.02,45.482,29.804,51.116,51.44,39.29,44.258,32.774,59.954,66.2,66.074,55.4,58.082,48.578,66.668,55.418,65.894,24.76,36.3,47.68,78.31,48.54,80.29,45.28,39.52,43.75,42.19,28.99,38.48,45.46,49.42,57.2,54.54,54.54,46.78
201301121800,24.8,33.35,46.814,31.604,52.376,53.168,41.09,46.418,32.774,62.222,68.864,70.196,60.35,61.376,49.028,68.468,55.4,66.938,26.6,36.52,50.18,79.34,49.28,80.01,44.53,40.87,46.02,41.86,30.02,38.86,45.46,44.6,55.4,54.54,54.54,46.78
201301121900,28.4,35.69,47.93,33.944,52.394,53.438,43.214,48.578,32.774,66.218,69.008,70.178,60.494,62.6,47.246,70.268,55.94,68.036,24.8,36.75,54.88,78.98,48.92,79.72,45.57,42.03,46.89,42.1,30.81,38.14,40.91,44.6,43.5,53.04,53.04,42.87
201301122000,32.234,37.4,50.576,34.106,53.312,53.438,43.628,51.08,34.052,67.64,69.908,70.286,60.494,63.248,51.368,70.268,56.498,65.678,28.6,36.99,56.32,78.56,49.62,79.28,48.42,40.53,48.87,42.3,30.83,37.8,40.91,42.8,48.2,53.04,53.04,42.87
201301122100,33.08,39.2,53.204,35.096,54.212,53.438,44.132,52.16,32.774,67.604,70.25,70.394,60.494,61.556,51.566,70.268,55.94,64.67,26.06,36.52,57.22,78.13,48.92,78.8,51.94,40.87,46.89,42.49,31.01,37.42,40.91,42.8,48.2,53.04,53.04,42.87
201301122200,33.908,39.2,53.06,36.518,53.96,52.124,43.718,51.62,32.252,67.604,69.908,67.064,60.494,59.162,51.764,66.668,55.4,64.958,23.83,36.54,56.25,75.69,48.56,75.2,51.8,41.34,45.97,42.53,31.6,40.37,40.91,42.8,43.03,53.04,53.04,42.87
201301122300,28.4,38.372,52.844,35.762,52.484,52.196,43.718,51.08,30.452,66.74,68.144,66.128,60.494,57.992,51.764,63.068,52.322,65.048,20.12,37,54.45,71.76,48.15,74.64,54.19,41.67,45.52,41.45,32.7,36.34,40.91,42.8,43.5,53.04,53.04,42.87
201301130000,32.234,36.122,50.792,35.384,51.386,49.388,42.566,47.48,26.348,64.328,66.938,64.346,60.494,55.976,52.214,61.754,51.8,64.454,16.52,37.22,50.5,68.97,48.63,74.64,49.75,41.67,45.97,41.54,32.41,36.7,40.91,42.8,44.6,53.04,53.04,42.87
201301130100,31.136,32.234,48.578,33.206,50.018,47.138,40.028,44.996,23,60.962,65.138,63.176,60.494,55.634,52.214,63.068,51.8,63.896,13.51,37.69,49.41,68.05,47.82,74.64,49.1,44.19,45.97,41.56,33.67,37.06,40.91,42.8,44.05,53.04,53.04,42.87
201301130200,29.336,29.804,45.122,32.288,49.118,47.012,38.732,42.494,26.6,62.06,65.336,62.258,60.494,55.292,52.214,65.012,51.062,64.148,12.49,38.35,48.72,66.18,47.48,71.97,48.88,43.12,45.52,41.56,33.39,36.68,40.91,41,43.5,53.04,53.04,42.87
201301130300,29.336,28.976,47.048,28.904,47.876,45.644,37.49,39.218,24.17,64.31,64.868,62.582,60.494,55.634,52.214,64.4,51.8,63.86,14,38.8,49.78,66.56,47.86,74.61,49.3,44.38,45.97,41.16,33.39,36.34,40.91,46.4,43.5,53.04,53.04,42.87
201301130400,28.994,29.372,45.248,29.498,47.714,44.834,37.616,37.994,21.722,66.488,64.4,62.582,60.494,55.67,51.8,66.2,51.278,63.608,11.95,39.49,49.28,64.39,48.18,74.28,49.17,44.4,45.97,41.94,33.64,36.72,40.91,45.82,44.6,53.04,53.04,42.87
201301130500,29.534,28.544,42.278,28.688,47.21,44.708,36.464,36.23,20.678,67.334,64.922,62.888,58.694,43.898,51.8,66.2,51.8,62.762,7.05,39.31,48.47,64.47,48.18,74.89,48.96,44.4,45.97,41.54,34.43,36.72,40.91,47.62,46.18,53.04,53.04,42.87
201301130600,28.4,27.572,43.916,28.202,46.688,44.564,33.692,34.394,21.2,67.082,65.786,64.976,53.6,55.634,51.8,65.732,50.36,61.592,12.2,37.49,46.09,62.98,48.54,73.69,48.2,43.93,45.12,42.64,34.66,36.72,40.91,50.58,46.4,53.04,53.04,42.87
201301130700,21.2,28.04,42.512,25.934,45.914,43.988,33.188,32.99,18.122,67.082,51.476,67.748,42.944,55.724,51.8,66.2,48.038,61.844,8.6,34.16,45.09,62.54,48.54,73.4,49.24,43.05,45.12,42.96,34.92,37.08,49.33,55.98,50.22,55.13,55.13,51.42
201301130800,19.4,27.518,40.118,27.266,44.402,43.394,32.576,31.388,16.322,67.082,65.3,68.936,40.64,55.22,53.024,66.2,46.976,61.844,4.16,28.84,45.19,62.1,48.87,72.81,50.76,43.14,44.69,42.96,35.17,37.45,49.33,58.42,53.6,55.13,55.13,51.42
201301130900,19.4,26.672,41.828,26.762,44.402,41.72,31.712,31.37,15.026,67.082,65.3,70.952,38.318,54.698,52.25,66.2,45.896,62.168,8.6,23.52,45.48,59.02,49.28,72.48,51.8,43.47,44.17,43.66,33.66,37.81,49.33,59,59,55.13,55.13,51.42
201301131000,19.4,25.808,40.406,26.402,44.15,39.812,31.334,31.046,13.226,67.406,65.408,71.6,38.318,52.682,51.8,66.2,48.038,61.268,5.9,21.96,46.38,58.71,50.31,71.55,50.76,42.67,44.17,43.66,34.39,37.81,49.33,59.58,60.3,55.13,55.13,51.42
201301131100,19.4,26.69,38.588,25.484,43.142,39.47,30.308,28.4,11.426,67.406,64.922,71.6,38.318,52.808,52.214,66.2,50.792,61.286,2.77,19.49,46.08,58.41,50.67,71.6,51.51,41.38,44.17,42.06,34.65,37.06,49.33,60.8,61.75,55.13,55.13,51.42
201301131200,19.4,26.546,38.21,25.484,41.864,39.11,31.712,26.6,11.948,66.506,64.922,71.87,38.318,49.478,52.214,66.2,51.062,61.97,0.52,17.44,46.08,57.83,51.08,72.19,51.93,42.12,43.72,44.24,34.21,37.44,49.33,60.22,62.44,55.13,55.13,51.42
201301131300,17.6,27.374,37.526,24.98,41.63,38.678,30.614,29.318,11.426,66.776,63.608,72.104,30.29,48.164,52.214,64.634,50.54,61.736,2.03,17.02,45.66,59.36,52.47,72.54,51.93,43.54,43.72,43.97,34.79,38.14,48.58,59,62.1,56.48,56.48,48.45
201301131400,32.09,28.436,37.49,25.106,41,29.804,29.246,30.668,14.252,67.658,64.022,72.374,30.29,51.836,51.08,64.868,51.062,62.312,-4.37,15.22,47.66,62.87,54.68,75.78,52.56,44.33,45.12,44.83,34.79,39.24,48.58,56.11,60.3,56.48,56.48,48.45
201301131500,23.954,28.886,37.454,25.754,40.352,41.612,29.894,32.018,17.078,68.108,65.192,72.896,30.29,55.49,49.946,65.3,55.04,64.256,5.63,14.54,49.66,67.68,58.1,79.75,53.46,46.17,45.81,45.68,36.13,39.96,48.58,55.4,59,56.48,56.48,48.45
201301131600,15.8,29.318,42.494,26.402,46.67,45.824,30.524,37.112,19.4,68.54,66.344,73.4,30.29,56.264,47.318,65.732,59,66.182,7.43,13.86,51.66,72.48,61.52,80.04,54.36,48,46.49,46.4,37.47,40.68,48.58,53.02,57.2,56.48,56.48,48.45
201301131700,15.8,29.318,43.214,27.518,43.106,49.208,34.124,40.856,22.496,69.458,52.016,73.652,30.29,42.062,45.446,66.2,59.216,68.468,8.81,13.86,54.97,75.13,65.12,79.38,56.16,50.2,46.92,46.55,37.96,41.04,48.58,47.26,51.38,56.48,56.48,48.45
201301131800,18.32,30.92,46.778,29.786,51.8,52.592,35.708,44.6,25.574,70.07,58.172,74.048,31.586,54.788,43.574,67.532,60.638,70.322,9.86,13.73,56.38,78.87,67.27,80.33,58.24,51.95,48.58,46.71,38.86,41.58,46.28,50.65,53.44,55.02,55.02,46.86
201301131900,20.84,32.522,47.534,32.036,54.374,53.87,37.292,45.806,27.374,70.682,54.086,74.444,32.864,50.846,41.81,68,62.06,72.158,11.12,13.6,57.79,78.46,69.42,79.99,60.31,53.71,50.23,46.71,39.76,42.12,43.99,48.85,51.57,53.56,53.56,45.27
201301132000,26.6,32.432,47.894,34.34,50.99,54.302,38.264,47.534,28.022,71.582,52.7,74.948,32.864,39.11,34.016,68.234,62.6,73.148,11.87,12.49,57.88,78.04,71.98,79.4,60.73,54.19,50.56,46.36,40.57,42.84,43.99,46.72,47.08,53.56,53.56,45.27
201301132100,28.4,32.828,48.236,35.33,55.04,54.716,39.758,49.244,28.652,71.87,52.124,74.3,32.864,47.012,39.416,68.468,61.7,72.536,11.12,11.6,57.18,73.85,70.4,76.42,59.51,53.16,48.99,46,39.54,42.12,43.99,44.6,45.05,53.56,53.56,45.27
201301132200,30.2,32.972,48.524,36.302,54.932,54.554,41.234,50.36,26.852,72.14,51.53,73.652,32.864,45.104,38.21,68,60.8,71.906,9.23,10.71,56.48,69.66,68.83,74.64,58.3,52.12,47.43,45.61,38.52,46.1,43.99,42.8,40,53.56,53.56,45.27
201301132300,31.28,32.504,48.254,36.428,53.186,51.512,41,47.102,25.952,70.682,45.086,73.4,32.864,43.07,31.028,54.698,58.982,69.602,7.48,9.37,54.41,68.27,65.1,73.59,58.3,50.11,45.1,45.1,37.74,41.74,43.99,40.64,37.4,53.56,53.56,45.27
201301140000,28.04,30.83,47.048,34.826,51.44,50.918,39.578,46.778,25.052,69.458,41.504,73.166,32.864,40.964,36.464,68.468,57.2,66.542,5.74,8.8,53.92,66.88,63,72.54,56.71,50.65,45.06,44.6,37.16,41.05,43.99,42.8,48.2,53.56,53.56,45.27
201301140100,24.8,29.768,45.986,33.206,50.198,47.93,38.138,43.43,22.748,68.216,37.922,72.914,32.864,38.858,35.582,68.468,55.4,63.464,4.66,8.22,53.42,66.52,60.89,72.23,55.11,51.19,45.01,44.6,36.57,45.09,43.99,41,47.34,53.56,53.56,45.27
201301140200,27.266,28.922,45.41,31.784,47.876,45.104,34.574,40.568,24.8,67.406,34.52,72.392,32.864,36.986,27.824,68,56.138,61.106,5.09,6.67,50,65.52,59.18,72.48,55.84,48.94,44.56,45.54,37.15,39.96,43.99,42.8,46.47,53.56,53.56,45.27
201301140300,21.2,27.608,45.572,30.74,46.67,44.042,32.774,37.868,21.2,61.25,36.986,71.996,32.864,34.358,32.522,68,55.4,61.178,3.92,6.01,50.04,64.71,57.38,72.48,56.57,49.39,44.6,44.6,36.27,40.3,43.99,42.87,44.6,53.56,53.56,45.27
201301140400,21.2,27.158,43.286,28.94,45.23,42.116,29.768,36.23,14.828,57.164,36.986,72.518,32.864,33.476,30.956,68,55.4,63.212,5,5.54,48.67,63.54,57.38,72.48,56.57,48.25,44.6,44.6,36.5,40.68,43.99,44.02,42.6,53.56,53.56,45.27
201301140500,19.4,26.69,41.504,28.454,43.664,40.55,29.858,35.564,15.8,55.04,37.508,72.32,32.864,33.17,23.936,68.468,55.4,62.564,1.4,4.42,50.41,61.45,56.52,72.19,57.2,47.86,44.6,44.29,36.28,40.68,43.99,45.82,43.41,53.56,53.56,45.27
201301140600,34.916,27.698,41.09,28.202,42.386,40.046,29.912,32.018,15.278,52.916,36.608,72.104,32.864,32.216,30.2,68,52.214,62.33,3.2,4.19,49.5,59.94,55.83,72.19,58.71,47.79,44.6,43.9,36.23,40.68,43.99,50.65,44.6,53.56,53.56,45.27
201301140700,23.072,28.796,40.028,26.222,41.396,39.578,29.966,32.99,14,50.54,35.708,67.514,20.282,31.946,23.036,66.668,44.024,61.232,-2.69,3.27,47.26,60.33,56.54,71.91,57.96,47.86,44.6,43.9,36.84,42.06,52.75,56.62,48.2,56.75,56.75,54.61
201301140800,17.6,29.318,38.768,26.024,41.378,31.118,28.868,29.66,11.678,48.74,35.708,58.91,20.282,31.046,29.156,47.264,44.024,62.312,2.3,2.84,45.7,61.11,57.25,72.48,57.33,47.79,44.6,43.9,36.57,42.06,52.75,60.22,51.3,56.75,56.75,54.61
201301140900,17.6,28.886,37.49,25.682,41.378,39.218,27.752,29.588,7.826,47.588,35.186,50.594,20.282,30.146,29.156,66.2,42.224,62.564,2.14,2.62,44.31,59.76,57.56,72.48,58.37,47.46,44.6,44.29,36.59,42.37,52.75,61.38,58.78,56.75,56.75,54.61
201301141000,15.8,28.922,37.58,25.718,41.612,38.786,27.752,27.842,7.826,46.04,34.322,47.12,20.282,29.246,30.182,66.2,39.2,62.24,0.97,2.39,42.4,58.41,57.15,72.35,56.98,47.19,44.6,44.29,35.94,41.05,52.75,61.38,57.9,56.75,56.75,54.61
201301141100,15.8,28.922,38.714,25.718,40.352,38.768,27.752,28.4,7.322,44.834,33.908,45.698,20.282,28.508,22.352,66.2,39.2,62.564,0.32,2.17,41.41,59.95,56.43,72.21,57.2,47.79,44.2,44.25,36.86,41.02,52.75,60.8,60.3,56.75,56.75,54.61
201301141200,15.8,28.922,39.83,25.718,39.578,38.75,25.988,26.222,7.322,44.834,33.386,43.304,20.282,27.77,29.786,61.754,39.2,62.33,-1.37,1.74,41.7,59.04,55.99,72.81,57.2,47.44,43.75,44.2,36.88,41.77,52.75,60.8,64.18,56.75,56.75,54.61
201301141300,17.6,27.572,39.452,24.026,27.104,39.848,25.844,26.312,7.322,43.34,33.386,42.17,17.87,27.194,27.986,61.52,38.138,62.852,0.86,1.74,41.02,61,58.93,73.4,58.24,47.44,44.2,44.2,36.61,42.51,49.51,60.8,62.1,56.44,56.44,49.01
201301141400,23,27.572,38.696,25.052,37.184,40.226,25.214,27.014,7.322,42.116,33.53,41.954,17.87,26.618,22.514,61.268,38.138,63.374,0.23,1.49,41.7,65.55,61.48,77.95,61.43,47.66,44.2,44.4,36.88,42.85,49.51,59,62.24,56.44,56.44,49.01
201301141500,20.012,27.518,36.428,24.674,36.644,44.384,23.774,31.622,12.974,43.34,34.322,42.386,17.87,26.276,26.582,61.268,37.4,64.13,4.46,1.89,41.7,74.53,64.04,79.14,63.99,47.79,45.03,44.6,37.83,44.31,49.51,58.42,62.38,56.44,56.44,49.01
201301141600,19.4,27.752,40.424,24.17,44.87,48.524,26.312,35.618,16.574,44.582,35.33,42.602,17.87,26.132,26.582,61.268,37.4,64.634,5.83,2.61,42.84,76.68,67.21,79.14,64.74,47.52,45.55,44.6,38.7,45.36,49.51,56.62,58.84,56.44,56.44,49.01
201301141700,30.236,27.968,42.278,26.474,49.244,53.042,30.524,38.606,20.948,48.128,36.986,43.268,17.87,25.97,26.312,62.6,36.878,66.182,8.69,4.15,43,77.33,69.44,79.18,64.4,49.39,46.4,46.09,38.7,46.09,49.51,54.82,58.78,56.44,56.44,49.01
201301141800,20.48,29.768,44.348,28.274,53.006,54.338,32.738,42.098,23.252,50.81,39.2,45.068,17.87,25.214,26.042,63.554,35.6,69.026,10.49,5.79,41.7,77.99,71.17,79.14,65.79,50.79,47.64,46.09,39.31,47.17,49.51,54.25,53.6,56.44,56.44,49.01
201301141900,22.28,28.976,45.842,30.578,54.428,55.22,34.502,44.024,25.574,53.834,41.9,46.202,25.61,25.124,25.628,65.822,34.538,70.628,12.29,6.66,41.7,77.44,72.23,79.93,66.54,54.36,48.56,47.17,39.6,48.96,44.22,47.47,49.28,55.74,55.74,45.1
201301142000,24.8,31.172,44.402,33.8,54.662,55.004,34.628,45.338,23.666,55.382,41.774,47.966,25.61,25.016,25.628,64.508,31.478,70.628,12.55,7.54,41.41,76.89,72.3,79.65,65.79,56.19,48.56,46.78,39.87,49.58,44.22,50,46.91,55.74,55.74,45.1
201301142100,31.64,31.226,47.336,35.456,54.878,54.77,36.068,46.634,24.764,55.076,41.648,49.298,25.646,24.854,24.152,59.702,33.134,71.15,13.64,7.61,41.56,74.98,71.22,78.46,65.08,53.87,47.34,47.39,40.42,49.62,50,50,48.65,55.74,55.74,45.1
201301142200,31.73,31.568,47.606,35.42,54.752,53.834,35.672,47.282,24.35,54.554,40.964,49.856,25.97,25.034,22.748,47.462,32.954,70.196,11.97,7.34,39.99,72.68,69.67,75.99,63.97,50.54,47.34,46.94,39.78,49.08,48.99,48.2,43.67,55.74,55.74,45.1
201301142300,31.55,31.424,48.002,35.06,53.834,53.15,36.734,46.994,23.702,53.258,39.182,49.208,24.818,23.972,21.092,40.838,32.738,69.242,10.8,6.71,39.4,69.44,66.88,74.1,62.11,48.02,47.41,47.64,39.51,48.74,48.99,48.2,42.8,55.74,55.74,45.1
201301150000,31.172,30.2,47.57,33.53,52.178,51.53,35.906,44.942,22.46,48.434,36.662,47.876,22.388,22.892,20.156,37.742,29.732,68.756,8.65,6.22,38.91,68.09,64.31,72.95,61.81,47.35,47.48,47.32,38.77,49.59,46.99,46.4,44.51,55.74,55.74,45.1
201301150100,31.01,28.904,46.742,31.496,50.432,49.73,34.664,41.864,20.444,46.04,35.546,47.246,21.74,22.388,19.634,35.96,28.49,68.216,8.87,5.65,38.48,66.63,63.12,72.5,61.05,46.92,47.68,47.53,39.4,50.16,48,46.4,43.25,55.74,55.74,45.1
201301150200,30.272,27.626,42.746,30.362,48.65,47.048,34.052,39.614,17.33,44.906,34.502,46.562,19.994,21.776,17.87,35.726,27.158,67.928,8.35,5.49,37.99,64.76,62.85,72.27,58.39,44.49,47.89,47.53,40.35,50.25,46.99,44.6,46.63,55.74,55.74,45.1
201301150300,32.792,27.014,41.198,29.786,46.976,44.816,31.676,36.68,11.336,42.944,33.224,45.446,18.608,20.858,16.682,36.77,24.368,67.154,7.57,5.13,36.48,62.47,63.32,73.13,56.39,44.08,48.22,46.96,39.58,50.47,46,47.62,42.62,55.74,55.74,45.1
201301150400,32.72,26.78,39.614,29.642,45.932,43.376,30.65,34.844,12.38,41.792,31.982,45.716,18.284,20.084,16.25,36.77,24.17,65.498,6.35,4.68,35.37,61.3,63.48,73.58,55.87,42.96,48.47,46.85,40.12,51.46,46,47.62,41.45,55.74,55.74,45.1
201301150500,31.352,26.762,41.576,29.66,43.646,42.08,29.822,32.63,15.98,40.208,30.632,45.608,17.366,19.382,15.224,36.194,22.298,64.166,4.33,4.68,33.73,61.2,63.09,73.15,56.82,40.5,48.49,47.08,40.48,51.01,50,49.42,42.08,55.74,55.74,45.1
201301150600,33.89,26.258,41.288,29.048,41.9,41.432,29.336,32.882,14.144,39.812,29.894,44.798,16.988,19.13,14.288,34.97,21.884,63.644,2.57,4.6,31.89,60.94,62.82,73.17,46.76,39.92,49.05,47.44,40.91,51.01,55.99,53.6,46.4,55.74,55.74,45.1
201301150700,33.89,26.996,40.46,28.976,41.864,40.676,28.4,32.828,12.074,38.66,29.336,44.582,16.34,18.968,13.604,33.422,21.164,63.428,1.38,4.6,30.81,60.48,63.07,72.23,42.84,38.8,49.24,48.04,41.65,52.07,72,59,48.11,59.86,59.86,58.51
201301150800,31.478,27.536,40.532,28.922,42.476,40.676,27.302,30.272,10.202,37.202,28.526,44.384,15.566,18.788,13.388,33.044,20.408,63.518,3.31,4.23,30.33,59.22,63.07,71.04,40.77,37.71,49.3,47.91,41.07,51.08,75,60.15,55.18,59.86,59.86,58.51
201301150900,31.892,27.536,40.064,28.886,41.558,40.244,26.132,29.192,8.132,36.968,28.436,44.168,13.658,18.284,17.168,31.55,19.67,63.896,1.85,4.14,28.99,58.95,62.42,70.52,39.72,37.15,49.91,48.49,41.83,51.6,75,61.38,57.04,59.86,59.86,58.51
201301151000,31.892,28.076,39.308,29.102,41.108,40.694,25.736,28.472,10.256,36.68,28.67,44.168,12.686,17.942,12.506,29.984,19.112,63.122,0.77,3.96,27.81,58.28,62.17,70.88,39.42,34.88,50.4,47.91,42.37,51.6,75,63.18,59.36,59.86,59.86,58.51
201301151100,31.892,28.382,37.742,28.868,40.154,39.722,25.268,27.212,9.752,36.05,28.598,43.466,12.92,17.834,12.578,28.652,18.356,63.302,1.24,4.32,27.9,58.75,61.59,69.71,38.82,32.85,50.88,48.36,42.53,51.67,70,66.2,61.84,59.86,59.86,58.51
201301151200,31.892,28.274,35.78,29.246,39.2,39.452,24.098,27.284,9.68,36.05,28.778,42.224,12.542,17.33,12.578,28.472,17.798,61.394,2.75,4.35,26.83,59.61,60.8,69.46,38.35,31.75,51.08,49.3,41.09,52.56,64.99,64.98,65.98,59.86,59.86,58.51
201301151300,31.82,28.382,36.032,29.552,39.002,38.858,24.314,26.348,10.112,35.636,29.03,40.892,12.308,17.078,12.362,28.652,17.096,58.658,1.87,4.28,26.83,62.06,60.94,71.82,37.63,31.08,51.21,49.55,39.4,53.26,63,64.4,63.64,59.32,59.32,54.14
201301151400,30.326,28.49,35.96,29.84,38.948,37.868,23.558,25.808,13.1,35.132,29.39,39.668,12.776,18.734,13.316,28.436,18.014,56.336,1.72,4.12,25.9,66.85,60.71,75,37.33,30.7,51.87,50.95,38.7,53.22,60.01,60.78,63.3,59.32,59.32,54.14
201301151500,30.29,28.508,36.554,30.002,39.362,40.37,24.656,29.048,15.35,36.716,31.856,39.596,16.232,20.48,15.998,29.336,19.67,53.672,3.49,5.01,26.46,71.37,61.76,76.62,37.84,30.5,52.67,53.05,38.7,54.66,58.51,60.22,59.57,59.32,59.32,54.14
201301151600,30.236,28.508,37.148,30.164,39.776,42.854,25.736,32.27,17.6,38.282,34.322,39.524,19.688,22.226,18.68,30.218,21.308,51.008,5.25,5.9,27.01,75.88,62.82,78.24,38.35,30.29,53.47,55.15,38.7,56.1,57,57.85,55.83,59.32,59.32,54.14
201301151700,31.37,28.814,41.162,30.992,44.222,47.246,27.986,36.158,19.544,41.972,37.22,40.226,23.702,23.09,21.056,32.072,22.262,51.422,8.58,7.56,27.34,78.22,63.86,78.53,38.07,30.7,53.55,55.62,37.83,57.61,55.99,51.72,54.9,59.32,59.32,54.14
201301151800,31.514,29.516,43.52,32.27,47.336,49.604,29.93,37.868,20.138,45.266,39.362,41.486,25.79,24.008,22.604,32.486,23.09,51.854,9.1,9.11,27.89,78.65,64.71,78.74,38.06,30.5,53.09,55.31,38.09,58.6,54,55.47,53.1,58.63,58.63,51.47
201301151900,31.64,30.218,45.86,33.53,50.45,51.944,31.856,39.56,20.714,48.56,41.486,42.728,27.878,24.908,24.134,32.9,23.918,52.268,9.63,10.67,28.44,79.07,65.55,78.94,38.05,30.29,52.63,55,38.35,59.59,52,54.25,51.3,57.94,57.94,48.79
201301152000,32.036,30.956,46.526,34.628,52.358,53.042,33.98,40.91,20.39,50.306,43.16,44.564,29.012,25.934,25.664,30.668,23.342,52.898,13.71,11.35,29.3,78.91,66.36,78.71,38.07,30.52,51.78,53.85,37.96,57.25,52,50,53.17,57.94,57.94,48.79
201301152100,32.72,31.388,48.956,35.834,53.78,53.726,35.132,42.512,20.786,51.404,43.16,44.258,30.002,26.24,26.078,30.182,23.486,53.294,14.97,11.53,28.62,76.48,65.5,77.38,36.21,30.54,51.12,52.23,36.48,53.35,54,48.2,46.22,57.94,57.94,48.79
201301152200,33.296,31.712,49.19,36.158,54.014,53.888,34.574,43.628,21.362,51.548,42.98,43.736,29.642,25.25,25.016,29.804,24.674,53.816,14,10.83,29.25,72.73,64.06,74.35,35.37,28,50,50.74,35.4,51.01,53.01,46.4,48.09,57.94,57.94,48.79
201301152300,33.062,31.694,50.414,36.374,53.618,52.988,36.104,43.502,21.83,49.604,42.422,43.07,27.374,25.016,23.54,30.254,23.702,52.052,12.24,9.81,27.46,70.79,64.69,73.65,33.75,29.43,49.91,49.8,34.12,47.17,52,46.4,48.52,57.94,57.94,48.79
