Username,Timestamp,Events,Time Spent,Time Helped,TA who helped,Time Helped,Time Waited,Notes
535,20171121,HW/Project,30,I still need help implementing the steps of Pascal's triangle,tomatillo ,11/21/17 14:41,14:41:13,Pacals Traingle without recursion; was not sure how to start 
292,20171121,HW/Project,30,I think Ineed a basic understanding of recursive functions,tomatillo ,11/21/17 14:45,14:45:12,Forgot the how the stack works with recursion 
508,20171121,Concept,30,I'm not sure how to create a function header for the recursive functions that are required for HW6; I am also not sure if some of the numbers I used should be constants or not;,mango,11/21/17 14:54,14:54:07,constants and function header comments
564,20171121,HW/Project,60,Not sure how to get the triangle to print correctly,tomatillo ,11/21/17 14:54,14:54:09,Forgot the how the stack works with recursion 
385,20171121,HW/Project,30,I use a 2D list for hw part5; but it doesn't work due to the index out of range and I don't know how to solve it ,tomatillo ,11/21/17 14:56,14:56:18,Was using the 2dList in a very werid way 
314,20171121,HW/Project,15,use recursion ,mango,11/21/17 14:57,14:57:14,Computer died; talked about the pascal recursion
318,20171121,HW/Project,60,I am having a problem with the case insensitive part of part 4;,tomatillo ,11/21/17 15:00,15:00:45,Forgot that ;upper() and ;lower() are things 
124,20171121,HW/Project,90,How do i create a full fibanocci sequence using a for loop?,tomatillo ,11/21/17 15:02,15:02:43,Using the fib equation for part 5/6 could it work? I dont know 
265,20171121,HW/Project,30,My program keeps giving me a non subcriptable error,mango,11/21/17 15:06,15:06:29,Iterative solution to pascals
329,20171121,HW/Project,90,I'm not quite sure whether my base cases are correct and I'm not sure how to correct my recursive cases;,tomatillo ,11/21/17 15:09,15:09:51,Logical error in his recursive call in part6 
564,20171121,HW/Project,60,How to add the ears and horns in the recursive case,mango,11/21/17 15:14,15:14:17,unicorn horse counting
281,20171121,HW/Project,15,my recursive triangle prints First In; First Out,tomatillo ,11/21/17 15:17,15:17:24,Trainlge was prininting backwards; walked him through a stack 
535,20171121,HW/Project,30,I need help printing the next level of Pascal's Triangle in Part 5,mango,11/21/17 15:18,15:18:30,Blue screen of death; helped understand pascals
463,20171121,HW6,30,201;hw6; for part 1  can't get it to iterate for the final time;,tomatillo ,11/21/17 15:21,15:21:59,Walked him through the lab agian; he understood his error for part 1
508,20171121,HW6,15,I am using 2 functions other than main in part 6 for hw6 (printing pascal's triangle recursively); I was wondering if what I was doing is allowed;,tomatillo ,11/21/17 15:27,15:27:19,Wanted to check to see if his added Factorial() function is okay
318,20171121,HW/Project,60,i am having trouble printing the triangle on part 2,tomatillo ,11/21/17 15:30,15:30:02,Was using a different print function; told her to do it inside the recur func 
343,20171121,HW/Project,30,#2; dont understand error,tomatillo ,11/21/17 15:32,15:32:45,Walked her through her logic; told her to try and submit another request 
294,20171121,HW/Project,90,my list for pascal's triangle is not updating,tomatillo ,11/21/17 15:38,15:38:05,Did not create the 2d list correctly 
579,20171121,HW6,5,CS 201; hw6-P6 ; code is giving error message saying ints are not subscriptable and i would like that explained if able,mango,11/21/17 15:38,15:38:57,weird append
219,20171121,HW/Project,90,my pascal() function is supposed to print pascals triangle until the users desired height; I am having out of index errors when creating a new cell of the triangle;,tomatillo ,11/21/17 15:44,15:44:29,INdex out of range; told him to walk through the code 
552,20171121,HW/Project,90,recurstion math,mango,11/21/17 15:50,15:50:47,Help with iterative
402,20171121,HW6,60,I don't understand how to apply recursion to hw6_part6,tomatillo ,11/21/17 15:53,15:53:18,walked him througth their logic and help them understand the recursion 
157,20171121,HW/Project,60,Having trouble conceptualizing the answer to problem 6,mango,11/21/17 15:58,15:58:15,helped by tomatillo
130,20171121,HW6,90,hw6pt6; how do i print without it being a list; mine is duplicating many numbers,mango,11/21/17 15:58,15:58:55,printing stuff had to leave for class
329,20171121,HW/Project,90,My program keeps telling me I have the wrong index when I'm pretty sure it is correct;,pepper,11/21/17 16:00,16:00:46,student left
238,20171121,HW/Project,60,Printing out a triangle; can't find out logic,mango,11/21/17 16:00,16:00:57,student left
354,20171121,HW/Project,60,Dont understand for loops; dont know how to use it for creating pascal's triangle,pepper,11/21/17 16:01,16:01:33,Explained for loops
477,20171121,HW6,30,the base case for part4 of hw6,tomatillo ,11/21/17 16:01,16:01:50,told him to think about it like lab last week 
319,20171121,HW6,30,Understanding the base cases for hw6_part6,mango,11/21/17 16:01,16:01:52,Bootstrapping the recursion
503,20171121,HW6,90,Could you please help me check the final results of the homework 6 ? Thank you very much  ,ugli fruit,11/21/17 16:04,16:04:07,wanted to make sure he was validating input correctly
414,20171121,HW/Project,30,I am having trouble understanding the movement of the elements through the different functions,tomatillo ,11/21/17 16:06,16:06:23,Walk through her logic 
205,20171121,HW/Project,60,I am unable to make my pascal triangle correctly; i cannot create the structure,ugli fruit,11/21/17 16:07,16:07:57,needed some help getting started with the non-recursive version
510,20171121,HW/Project,60,Need help with recursion for pascals triangle,pepper,11/21/17 16:09,16:09:15,Getting out of range error and needed a return in base case
579,20171121,HW/Project,15,"CMSC 201;TypeError: can only concatenate list (not int"") to list; trouble understanding error msg""",tomatillo ,11/21/17 16:12,16:12:32,Werid error that i could not find 
552,20171121,HW/Project,60,recursion math,ugli fruit,11/21/17 16:18,16:18:59,was not accounting for different num of horns/ears on the equines; will need more help later
535,20171121,HW/Project,15,I still need help printing the next level of Pascal's triangle,tomatillo ,11/21/17 16:21,16:21:53,We started from scratch for part 6 
245,20171121,HW/Project,30,For question number 1; my recursion totals are slightly off; this a logic issue,pepper,11/21/17 16:22,16:22:25,Needed to edit base case
543,20171121,HW/Project,60,I am having difficulty passing variables to the recursive function,pepper,11/21/17 16:26,16:26:51,Needed a base case
354,20171121,HW/Project,30,pascal's triangle (not checking above addition),tomatillo ,11/21/17 16:31,16:31:02,Wasnt sure on how to use a 2d list 
477,20171121,HW6,30,hw6 part6 the triangle is just a list of 1s,ugli fruit,11/21/17 16:33,16:33:38,wasn't correctly using the previous row to generate the current row of the triangle
319,20171121,HW6,15,hw6_part6;py; index out of bounds error,tomatillo ,11/21/17 16:38,16:38:22,Not really much to add note wise; really stupid error that took me way to long to find
123,20171121,HW/Project,90,Confused on pascal's triangle without recursion,ugli fruit,11/21/17 16:43,16:43:00,needed help getting started
327,20171121,HW/Project,60,My program seemingly stopped working; Is their a way to retrieve the last submitted file?,pepper,11/21/17 16:46,16:46:15,Issues with submissions
246,20171121,HW/Project,30,part 2 if statements not working,ugli fruit,11/21/17 16:58,16:58:37,"had an extra space in her return base case (return  "")"""
552,20171121,HW/Project,60,function math,ugli fruit,11/21/17 17:03,17:03:17,made some more progress on the unicorn problem
318,20171121,HW/Project,60,I have a question about the triangle in part 5; I understand the triangle i just dont know how to code it;,ugli fruit,11/21/17 17:07,17:07:31,needed help getting started; advised to start by building empty 2d list
205,20171121,HW/Project,30,Do not know how to use recursion to reverse a string; I am also having issues understanding how to have the correct casing in the reversed string,ugli fruit,11/21/17 17:13,17:13:29,Helped think through algorithm
414,20171121,HW/Project,30,I am having trouble sending the current level to the pascal function,ugli fruit,11/21/17 17:20,17:20:57,student left
329,20171121,HW/Project,90,My program is incorrectly indexing under changing conditions,ugli fruit,11/21/17 17:21,17:21:49,needed to move base cases up
535,20171121,HW/Project,15,I'm getting a list out of range error for the rows in Part 5,ugli fruit,11/21/17 17:25,17:25:54,student left
510,20171121,HW/Project,15,My code prints out an empty list in the beginning of pascal's triangle;,ugli fruit,11/21/17 17:26,17:26:42,couldn't find the bug without restructuring the program; output looks correct when pretty printed
327,20171121,HW/Project,60,"I am having a None Type"" error in my recursive function; What should I be returning; if anything at all?""",ugli fruit,11/21/17 17:39,17:39:29,was trying to append output of recursive function that didn't return a value
543,20171121,HW/Project,30,the program output is printing multiple times,ugli fruit,11/21/17 17:47,17:47:42,was printing list in recursive function instead of in main
414,20171121,HW/Project,30,I can not figure out how to get my recursive function to add together the proper numbers,ugli fruit,11/21/17 17:50,17:50:57,helped set up the function call in main
130,20171121,HW6,90,hw6;pt4; My program is printing out the wrong result; I know why it's doing that but don't know how to change it; how do i go change it?,ugli fruit,11/21/17 17:52,17:52:58,figured it out on his own
246,20171121,HW/Project,30,Part 2- creating the rest of the triangle,ugli fruit,11/21/17 17:53,17:53:53,actually needed help with part 4 base cases
219,20171121,HW/Project,90,pascal() is a function that creates pascals triangle up to a user given height; I am having trouble creating a new cell by adding the value of the two cells above it,ugli fruit,11/21/17 17:58,17:58:43,offered some advice on tracking down the bug quickly
354,20171121,HW/Project,90,pascal's triangle not adding up,ugli fruit,11/21/17 18:02,18:02:31,ran out of time :(
245,20171121,HW6,30,hw6_part5;py; i am having trouble with my list; for pascal,,,,office hours over
281,20171121,HW/Project,15,When creating the list for pascal's rule without recursion how would you append and add things to a list and would you need multiple variables,,,,office hours over
123,20171121,HW/Project,15,2D list is not printing correctly,,,,office hours over
294,20171121,HW6,30,hw6_part6: my 2D list in my recursive function is going out of range; and i cant seem to find why,,,,office hours over
130,20171121,HW/Project,90,how do i check for spaces for palindrome for part4,ugli fruit,11/21/17 17:54,17:54:23,nevermind -- figured it out on his own
414,20171121,HW/Project,30,I am having trouble checking if a string is a palindrome,,,,office hours over
586,20171127,HW6,90,Just to go over what the solution was for the last part of HW6 (part 5 and 6);,coconut,11/27/17 14:32,14:32:18,walked her through iterative version
420,20171127,HW/Project,90,I would like to figure out a better way to return my solution to the maze and might need to change what how I handle different instances of recursion failing,daikon,11/27/17 16:07,16:07:16,returning multiple values
283,20171128,HW/Project,5,Does the printing of the berryh have to be recursive?,iceberg lettuce,11/28/17 10:35,10:35:05,Does not need to print berryh recursively (right?)
283,20171128,Lab12,30,I'm having trouble stripping/splitting read in data;,iceberg lettuce,11/28/17 10:38,10:38:28,Readline vs read lines
283,20171128,Lab12,5,I'm confused on one of my loops;,iceberg lettuce,11/28/17 10:50,10:50:35,Needed help reading inside for loop
285,20171128,HW/Project,30,I'm not sure what my list should look like,iceberg lettuce,11/28/17 10:59,10:59:14,Checking deadends and 3d list
549,20171128,HW/Project,30,design3 project concepts making dictionaries ,iceberg lettuce,11/28/17 11:02,11:02:00,Logic for proj3
283,20171128,HW/Project,5,I'm having trouble reading in a file;,eggplant,11/28/17 11:17,11:17:42,She isn't sure how to keep track of the lines coming in from the file
376,20171128,PROJ3,15,I'm confused on how to start project 3; how should I read in the txt file? As a long string? As a list of strings?,eggplant,11/28/17 11:27,11:27:11,He wanted help understanding how to process the data
549,20171128,PROJ3,30,proj3;py understanding how the program will traverse using 1 and 0,eggplant,11/28/17 11:38,11:38:59,He wanted to bounce ideas off me on how to approach dealing with the walls
376,20171128,HW/Project,15,I am confused by how my valid input check statement is printing out; ,eggplant,11/28/17 11:48,11:48:24,He was using commas instead of + for string concatenation
549,20171128,PROJ3,15,proj3;py need to return values to prevent user input issues,eggplant,11/28/17 11:59,11:59:15,He wanted to have a function call another function (basically overcomplicating things)
510,20171128,HW/Project,30,Need help with the design and reading files;,eggplant,11/28/17 12:10,12:10:10,She wanted some ideas on how to properly read line by line
376,20171128,HW/Project,15,I want to make sure I understand how the maze's numbers work;,eggplant,11/28/17 12:18,12:18:18,He wanted to confirm his thought process on the 3D list was correct
549,20171128,PROJ3,30,"proj3;py still issues understand how to determine the walls"" of the maze""",eggplant,11/28/17 12:26,12:26:15,He was trying to use the walls when initially creating the maze
503,20171128,HW/Project,90,create a 3d list ,eggplant,11/28/17 12:34,12:34:04,He was having trouble dealing with appening the walls to the 2D list
285,20171128,HW/Project,60,I can't figure out how to keep track of my solution,eggplant,11/28/17 12:41,12:41:54,He needed help printing the solution out to the user
503,20171128,HW/Project,90,create a 3d list ,,,,requested again
503,20171128,HW/Project,90,new method of creating the 3d list ,eggplant,11/28/17 12:48,12:48:21,He was having trouble dealing with appening the walls to the 2D list
285,20171128,HW/Project,15,my recursive case isn't running correctly,squash,11/28/17 12:58,12:58:35,Helped debug his program
466,20171128,PROJ3,30,I need help understanding how to set up project 3,squash,11/28/17 13:09,13:09:41,Tried to clarify some project questions -- she's gonna see Neary for the rest that I couldn't answer
378,20171128,Concept,15,Need help importing a file that was recently compressed;,squash,11/28/17 13:18,13:18:25,Was unable to help them; could not find the problem (also made a mistake in entering into form)
527,20171128,HW/Project,60,My program is crashing,squash,11/28/17 13:33,13:33:44,nevermind
378,20171128,Concept,60,Converting times and plotting data,squash,11/28/17 13:47,13:47:21,Worked with him on non-201 stuff
503,20171128,HW/Project,90,recursion depth maximum ,squash,11/28/17 13:57,13:57:02,Debugged base case
361,20171128,HW/Project,90,Still cant grasp file i/o and 3d lists,,,,office hours over
466,20171128,PROJ3,15,More questionsabout proj3 instructions,,,,office hours over
503,20171128,HW/Project,90,recursive depth maximum ,tomatillo ,11/28/17 14:30,14:30:53,Kept refuring to 2016 description; it has changed since 
164,20171128,HW/Project,60,Confused on the concept and purpose of Porject 3 and what function are needed/required,tomatillo ,11/28/17 14:40,14:40:34,Walked him throught the project logic 
112,20171128,HW/Project,30,Understanding how the txt file of the maze1 can be interpreted as a board,tomatillo ,11/28/17 14:49,14:49:52,Questions about the file io 
361,20171128,HW/Project,90,trouble making 3d list,tomatillo ,11/28/17 14:54,14:54:06,Walked through the idea of what each line represents and where to append 
420,20171128,HW/Project,90,I'm not sure how to get the recursive function to work when it reaches a dead end but could have tried a different turn before,mango,11/28/17 14:58,14:58:22,Help with recursive stack
543,20171128,HW/Project,30,I don't understand the rules of the game,tomatillo ,11/28/17 15:01,15:01:59,Did not understand the different lines and what they represent 
361,20171128,HW/Project,30,Error while making 2d list/ read in file problem,mango,11/28/17 15:13,15:13:20,Understanding 3-D lists
112,20171128,HW/Project,30,how to open file :(,tomatillo ,11/28/17 15:19,15:19:43,was opening file in main; and trying to readlines in a different function 
503,20171128,PROJ3,90,recursive function part in project 3  ,mango,11/28/17 15:25,15:25:51,Hitting max recursion depth needs to keep track of where it has been
543,20171128,HW/Project,60,I am unable to read the maze into a list,tomatillo ,11/28/17 15:26,15:26:48,did not understand the concept of readline/s 
420,20171128,HW/Project,30,I have figured out what I think will be better times to return but want to check if I should remove an extra function to simplify it,mango,11/28/17 15:39,15:39:57,Understanding the backtrack
361,20171128,HW/Project,60,user input validation,tomatillo ,11/28/17 15:41,15:41:44,question about get valid input function 
503,20171128,HW/Project,90,cannot represent the specific square ,tomatillo ,11/28/17 15:48,15:48:10,understanding backtracking 
543,20171128,HW/Project,60,I am having problem creating the maze,mango,11/28/17 15:56,15:56:51,understanding 3-D lists
112,20171128,HW/Project,60,logic on my nested for loops for the 3DList,tomatillo ,11/28/17 15:59,15:59:41,Ben took command 
503,20171128,HW/Project,90,when to make a deep copy ,ugli fruit,11/28/17 16:05,16:05:01,needed help on recursive; not deep copy; he had a good start so told him to keep experimenting
543,20171128,HW/Project,60,I am having trouble splitting the string ,ugli fruit,11/28/17 16:26,16:26:48,was splitting on comma instead of space; then needed help understanding how to implement 3D list
503,20171128,HW/Project,90,still cannot find the proper recursive way ,pepper,11/28/17 16:41,16:41:18,Talked through possible recursive and base cases
543,20171128,HW/Project,30,I am having a slight difficulty creating the maze cells,pepper,11/28/17 16:56,16:56:17,Needed help making 3D list instead of 2D
112,20171128,HW/Project,30,adding the row to the maze 3DList,ugli fruit,11/28/17 16:56,16:56:34,Made some progress; student is still troubleshooting
123,20171128,Lab12,90,Lab will not print out all the results,pepper,11/28/17 17:03,17:03:28,Needed help/point back on lab
292,20171128,HW/Project,30,I need help seeing the correlation between the given file maze and the actual maze that will be constructed;,ugli fruit,11/28/17 17:25,17:25:36,"helped understand how the 3rd dimension is the walls""; then helped with general understanding of recursion"""
536,20171129,HW/Project,15,Design Doc; Figuring out what I want to input for my seachMaze function,fiddlehead,11/29/17 10:02,10:02:35,helped develope a plan to do the search function
555,20171129,HW/Project,15,Help creating maze data structure ,watermelon,11/29/17 10:05,10:05:36,helped think about how to store maze
536,20171129,HW/Project,15,Talk thru the project,fiddlehead,11/29/17 10:25,10:25:24,helped develope another plan for the search
361,20171129,HW/Project,90,stuck on creating 3d list,watermelon,11/29/17 10:34,10:34:14,answered some questions about loops/functions differences
378,20171129,Concept,5,question on rounding ,watermelon,11/29/17 10:48,10:48:29,tried to help with rounding error; maybe gave helpful advice
361,20171129,HW/Project,90,stuck on creating 3d list ,fiddlehead,11/29/17 10:51,10:51:07,having trouble reading 
361,20171129,HW/Project,60,index through 3d list not working,quince,11/29/17 11:02,11:02:05,needed to come back 
155,20171129,Lab12,30,I casted an integer and it is not working on my program ,quince ,11/29/17 11:15,11:15:17,using sum and not calling the fxn 
555,20171129,HW/Project,30,Help making maze into a 3D list,quince,11/29/17 11:20,11:20:24,trouble understanding the file set up 
204,20171129,HW/Project,90,I am confused with how to create my 3d list; I have something done partially but its not totally correct;,quince ,11/29/17 11:26,11:26:32,next steps for project (3d list creation)
503,20171129,HW/Project,90,some strange items in the last a few positions of a list ,nectarine,11/29/17 13:08,13:08:08,told to comment code
510,20171129,HW/Project,15,Need help with understanding 3D list,grape,11/29/17 13:15,13:15:00,confusion about the 3D list 
510,20171129,HW/Project,15,need help with creating the maze,nectarine,11/29/17 13:51,13:51:22,forgot range in for loop
510,20171129,HW/Project,15,Need help with creating 3D list for maze,vanilla,11/29/17 14:01,14:01:03,suggested she use readlines()
171,20171129,HW/Project,15,I have a question about the output of the program ,horseradish,11/29/17 14:08,14:08:20,wanted help on overall design of proj 3
358,20171129,Lab12,15,I don't know how to write the results found into the file,horseradish,11/29/17 14:26,14:26:04,opened and closed output file within loop
522,20171129,HW/Project,60,I am confused o whether I am on the right track on how I am approaching the project,vanilla,11/29/17 14:27,14:27:57,her design looked like it was in the right direction
510,20171129,HW/Project,15,help with getting rid of whitespace,horseradish,11/29/17 14:30,14:30:38,question on reading in a line of walls;  I suggested split;
115,20171129,Concept,30,Trying to understand recursion (still)(I'm terrible at this),horseradish,11/29/17 14:47,14:47:06,Needed help with recursion in triangle problem
522,20171129,HW/Project,30,I am having trouble reading in the maze from the file,vanilla,11/29/17 15:02,15:02:33,waiting for an answer on slack
283,20171129,HW/Project,90,I'm having trouble using file I/O,horseradish,11/29/17 15:08,15:08:15,Question on how to process input file;
283,20171129,HW/Project,5,I can't figure out how to turn a string into a list???,horseradish,11/29/17 15:41,15:41:12,Fixed it herself
361,20171129,HW/Project,90,stuck on base cases,horseradish,11/29/17 15:42,15:42:07,Design question for maze search
115,20171129,HW/Project,15,printing backwards string recursively,horseradish,11/29/17 15:51,15:51:10,Need help with reverse function;
361,20171129,HW/Project,90,stuck on base case,horseradish,11/29/17 15:57,15:57:26,Question about parameters to the search maze function
503,20171129,HW/Project,90,some strange items in the return list from the recursive function ,olive,11/29/17 15:57,15:57:42,deleting one spot from berryh (?) told him to comment more
361,20171129,HW/Project,90,stuck on base cases/ parameters,yam,11/29/17 16:08,16:08:52,recursive search design/general approach
420,20171129,HW/Project,90,I'm having trouble getting my recursive function to work when it runs into dead ends,olive,11/29/17 16:15,16:15:17,over complicating recursive function
283,20171129,HW/Project,15,I'm confused on how to make my berryh; ,yam,11/29/17 16:18,16:18:54,When to add to berryh
115,20171129,HW/Project,15,does recursion suck?,yam,11/29/17 16:24,16:24:10,Reviewing hw about recursion - logic error
283,20171129,HW/Project,5,How do I append a row i +1 for example to the berryh list?,olive,11/29/17 16:33,16:33:10,question about base case
361,20171129,HW/Project,90,stuck on the concept of the base case/ recursion cases,yam,11/29/17 16:37,16:37:04,structure of recursive function
283,20171129,HW/Project,5,TypeError: 'int' object is not subscriptable?,yam,11/29/17 16:55,16:55:37,3D list indexing syntax
244,20171129,Other,5,2d list ,radish,11/29/17 17:13,17:13:36,Help with list
115,20171129,HW/Project,30,What if I'm just lonely?,yam,11/29/17 17:22,17:22:00,Approach to non-recursive pascal's homework
283,20171129,HW/Project,15,I can not figure out why my indices are out of range;,radish,11/29/17 17:24,17:24:29,Maze solver running out of bounds
283,20171129,HW/Project,15, IndexError: list index out of range?,yam,11/29/17 17:43,17:43:22,nevermind
361,20171130,HW/Project,90,having trouble with base cases,grape,11/30/17 10:07,10:07:01,Help with how maze recursion works
517,20171130,HW/Project,90,I honestly just don't understand the concept of how to approach the maze project,grape,11/30/17 10:07,10:07:05,reading in the board 
112,20171130,HW/Project,60,3DList error,iceberg lettuce,11/30/17 10:17,10:17:53,Base case should be end
510,20171130,HW/Project,5,Need help with a function and project design itself,iceberg lettuce,11/30/17 10:18,10:18:15,Understanding the project
555,20171130,HW/Project,15,Help appending wall info into 3D list,grape,11/30/17 10:22,10:22:20,reading in the board 
361,20171130,HW/Project,90,help on base case; if case is correct,grape,11/30/17 10:28,10:28:34,verifying base case
517,20171130,HW/Project,15,not sure how to debug (or even understand what is being outputted),iceberg lettuce,11/30/17 10:32,10:32:25,Making a maze board and reading in from a file
283,20171130,HW/Project,30,I have an indexing error that I don't know how to solve;,grape,11/30/17 10:38,10:38:06,accidently had '4' as the value of TOP
510,20171130,HW/Project,30,need help with creating a maze,iceberg lettuce,11/30/17 10:44,10:44:00,Explained the logic for creating a board
283,20171130,HW/Project,5,My program exits the recursion fine; but does not seem to be executing the base case;,grape,11/30/17 10:50,10:50:49,none of the if statements were true
361,20171130,HW/Project,90,berryh isnt appending or deep copy isnt correct?,iceberg lettuce,11/30/17 10:51,10:51:28,Had a bad berryh list
112,20171130,HW/Project,30,3DList,iceberg lettuce,11/30/17 11:00,11:00:16,Had questions about reading in a file
283,20171130,HW/Project,5,I have an indexing error I don't know how to solve,daikon,11/30/17 11:05,11:05:27,creating the list
543,20171130,HW/Project,60,I am having difficulty constructing the base case for the recursive function,daikon,11/30/17 11:18,11:18:25,base case help
112,20171130,HW/Project,30,3DList,daikon,11/30/17 11:23,11:23:02,help creating maze - a bit confised of all the lists
510,20171130,HW/Project,30,Need hwlp with 3D lst,daikon,11/30/17 11:32,11:32:11,help creating 3d list
478,20171130,HW/Project,90,Making 3D list,daikon,11/30/17 11:38,11:38:14,conceptual problem
517,20171130,HW/Project,15,was finally able to create 3D list; but now i have the (innermost list) numbers as strings; when they need to be integers,daikon,11/30/17 11:50,11:50:47,nevermind
478,20171130,HW/Project,30,3-D list,coconut,11/30/17 12:12,12:12:07,helped him with loop
204,20171130,HW/Project,60,Im unsure how to get the finish row and column into main,coconut,11/30/17 12:36,12:36:49,advised him to use two functions
543,20171130,HW/Project,15,I am having difficulty with updating values in the recursive function,coconut,11/30/17 12:40,12:40:11,told him to add 5th element to maze block
171,20171130,HW/Project,30,Im having trouble with my readMaze and searchMaze functions ,coconut,11/30/17 12:55,12:55:23,was confused on file reading
503,20171130,HW/Project,90,strange route found in my own created maze txt file ,,,,office hours over
503,20171130,HW/Project,90,strange route found in my own made maze txt file ,,,,requested again
503,20171130,HW/Project,90,strange route found in my own made maze txt file ,vanilla,11/30/17 14:03,14:03:26,told him to make a small change to what he was returning for a base case
376,20171130,HW/Project,15,I am confused at what inputs the searchMaze() function will require;,squash,11/30/17 14:13,14:13:30,Suggested some parameters that might be helpful to implementing the function recursively
535,20171130,HW/Project,15,I need some other ideas for functions I can implement in this project,vanilla,11/30/17 14:19,14:19:04,suggested some helper functions she could have
463,20171130,PROJ3,60,cs201;proj3 design; I'd like my design checked to see if it looks ok;,squash,11/30/17 14:32,14:32:50,Reviewed his design and suggested a few changes
271,20171130,PROJ3,30,Project3: I need help understanding recursion logic for the maze project to complete my design please; Recursion is my weakest topic that I understand,vanilla,11/30/17 14:42,14:42:24,Wanted some clarity on his design
376,20171130,HW/Project,15,I was confused on how to make a 3D list,squash,11/30/17 14:42,14:42:26,Walked him through creation of a 3D list but ended up debugging stuff to get started
555,20171130,HW/Project,15,Help with 3D list for maze,vanilla,11/30/17 14:55,14:55:05,Was reading in file incorrectly
376,20171130,HW/Project,15,I am confused by why my code is printing out blank lists;,zucchini,11/30/17 15:16,15:16:44,"stopped in the middle of explainging and was like Why am I even doing it like this? What is this for??"" ;;;sorta just let him go with his thoughts"""
503,20171130,HW/Project,90,strange items in solution list ,fiddlehead,11/30/17 15:22,15:22:40,talked about what he needs to be removing from his berryhlist
271,20171130,PROJ3,30,Project 3: how to access the starting row and column maximum and minimum bounds from file for function getValidInt(),zucchini,11/30/17 15:33,15:33:05,small review of open and file object with readline and readlines
477,20171130,HW/Project,15,inputs for recursive fuctions in design3,fiddlehead,11/30/17 15:34,15:34:45,talked about variables he should have in the design of search maze
555,20171130,HW/Project,15,appending to 3D list,fiddlehead,11/30/17 15:53,15:53:12,told him to draw out what he was trying to do
271,20171130,PROJ3,15,Project 3: would like confirmation that the 3D list being returned from readMaze() is in proper format regarding \n's and white space,jicama,11/30/17 16:08,16:08:04,Helped with strip and split
283,20171130,HW/Project,30,I don't understand why I'm getting that my list index is out of range;,jicama,11/30/17 16:14,16:14:44,Helped with 3D list
503,20171130,HW/Project,90,how to remove the unnecessary berryhs in solution list ,jicama,11/30/17 16:35,16:35:01,Trouble with recursively checking berryhs
555,20171130,HW/Project,15,appending columns to row for 3D list,jicama,11/30/17 16:44,16:44:46,Got confused with append vs assignment
477,20171130,HW/Project,5,splitting a read open file,jicama,11/30/17 16:50,16:50:14,student left
283,20171130,HW/Project,15,I'm having trouble creating my maze;,jicama,11/30/17 16:51,16:51:09,Tried to help with recursive case- couldn't help; told her to think through and make an outline
361,20171130,HW/Project,90,stuck; getting error on searchMaze function,jicama,11/30/17 17:04,17:04:36,Helped with checking if coordinates are in berryh
522,20171130,HW/Project,30,I am having trouble with determining how to check if that maze cell has already been checked,,11/30/17 17:17,17:17:00,student left
503,20171130,HW/Project,90,strange return things ,kale,11/30/17 17:08,17:08:16,berryh had extra positions from failures
292,20171130,Lab12,90,I wanted to write to my new file for the lab but I have a list and I�m not sure how to convert my list to a string so that it can be written,jicama,11/30/17 17:22,17:22:26,Helped with using join
478,20171130,HW/Project,90,Movement through the maze,kale,11/30/17 17:21,17:21:47,visualizing maze
361,20171130,HW/Project,90,error with searchMaze function,,,,requested again
361,20171130,HW/Project,30,berryh is going between two values; stuck,jicama,11/30/17 17:25,17:25:36,Helped understand using for loop with recursion
327,20171130,HW/Project,60,I would like to talk about my recursive function and how it should work;,jicama,11/30/17 17:39,17:39:34,Helped with understanding using for loop with recursion
283,20171130,HW/Project,5,Can you put a base case in a recursive call?,kale,11/30/17 17:41,17:41:02,not adding walls; removing from berryh
292,20171130,Lab12,15,Just wjicama check lab;,jicama,11/30/17 17:55,17:55:14,Checked lab
547,20171130,HW/Project,15,I cannot understand the concept of doing the maze solver recursively; ,kale,11/30/17 18:00,18:00:39,how to recursion;;;
361,20171130,HW/Project,90,stuck with two values going back in forth in berryh,lima,11/30/17 18:05,18:05:36,was going back to already searched indices
327,20171130,HW/Project,30,"I would like to discuss my recursive function and where I would need a deep copy of berryh""""",lima,11/30/17 18:14,18:14:02,didn't have adeep copy
283,20171130,HW/Project,15,I'm having trouble with logic; ,kale,11/30/17 18:16,18:16:33,not going backwards
327,20171130,HW/Project,30,My recursive function is printing more debug statements than I think it should;,lima,11/30/17 18:42,18:42:49,print statements confused person
510,20171130,HW/Project,60,Need help with 3D list,lima,11/30/17 18:55,18:55:54,whoops; no note
503,20171201,HW/Project,90,cannot remove the old berryhs to the dead end ,mango,12/1/17 10:01,10:01:09,Help with removing from the berryh
361,20171201,HW/Project,90,Stuck checking if berryh is already in list,berry,12/1/17 10:06,10:06:22,Helped her look at what she was actually appending (current position; not one wit he right)
555,20171201,HW/Project,15,appending columns to 3D maze,mango,12/1/17 10:14,10:14:30,Help with making the 3-D maze
194,20171201,Lab12,30,YO berry WADDUP I DID IT,berry,12/1/17 10:17,10:17:09,Yo Nate; checked you off
420,20171201,HW/Project,90,My program works for all of the starting points in the two given mazes but I want to make sure it's ok that I didn't make a deep copy of the berryh list ,berry,12/1/17 10:20,10:20:05,Wasn't sure if she chould make a deep copy using myList[:] syntax (update: its fine)
361,20171201,HW/Project,90,checking if list is already in berryh,mango,12/1/17 10:20,10:20:42,Working through the recursive cases
