Email Address,Timestamp,What do you need help with today?,What is the exact question you would like answered?,How long have you yourself already spent working on this problem or question?,,TA who helped,Time Helped,Time Waited,Notes
378,11/28/17 13:46,Concept,Converting times and plotting data,31 - 60 minutes,,squash,11/28/17 13:47,13:47:21,Worked with him on non-201 stuff
503,11/28/17 13:49,HW/Project,recursion depth maximum ,> 60 minutes,,squash,11/28/17 13:57,13:57:02,Debugged base case
361,11/28/17 13:52,HW/Project,Still cant grasp file i/o and 3d lists,> 60 minutes,,,,,office hours over
466,11/28/17 13:56,HW/Project,More questionsabout proj3 instructions,6 - 15 minutes,,,,,office hours over
503,11/28/17 14:30,HW/Project,recursive depth maximum ,> 60 minutes,,tomatillo ,11/28/17 14:30,14:30:53,Kept refuring to 2016 description; it has changed since 
164,11/28/17 14:30,HW/Project,Confused on the concept and purpose of Porject 3 and what function are needed/required,31 - 60 minutes,,tomatillo ,11/28/17 14:40,14:40:34,Walked him throught the project logic 
112,11/28/17 14:36,HW/Project,Understanding how the txt file of the maze1 can be interpreted as a board,16 - 30 minutes,,tomatillo ,11/28/17 14:49,14:49:52,Questions about the file io 
361,11/28/17 14:44,HW/Project,trouble making 3d list,> 60 minutes,,tomatillo ,11/28/17 14:54,14:54:06,Walked through the idea of what each line represents and where to append 
420,11/28/17 14:54,HW/Project,I'm not sure how to get the recursive function to work when it reaches a dead end but could have tried a different turn before,> 60 minutes,,mango,11/28/17 14:58,14:58:22,Help with recursive stack
543,11/28/17 14:58,HW/Project,I don't understand the rules of the game,16 - 30 minutes,,tomatillo ,11/28/17 15:01,15:01:59,Did not understand the different lines and what they represent 
361,11/28/17 15:12,HW/Project,Error while making 2d list/ read in file problem,16 - 30 minutes,,mango,11/28/17 15:13,15:13:20,Understanding 3-D lists
112,11/28/17 15:19,HW/Project,how to open file :(,16 - 30 minutes,,tomatillo ,11/28/17 15:19,15:19:43,was opening file in main; and trying to readlines in a different function 
503,11/28/17 15:25,HW/Project,recursive function part in project 3  ,> 60 minutes,,mango,11/28/17 15:25,15:25:51,Hitting max recursion depth needs to keep track of where it has been
543,11/28/17 15:25,HW/Project,I am unable to read the maze into a list,31 - 60 minutes,,tomatillo ,11/28/17 15:26,15:26:48,did not understand the concept of readline/s 
420,11/28/17 15:37,HW/Project,I have figured out what I think will be better times to return but want to check if I should remove an extra function to simplify it,16 - 30 minutes,,mango,11/28/17 15:39,15:39:57,Understanding the backtrack
361,11/28/17 15:41,HW/Project,user input validation,31 - 60 minutes,,tomatillo ,11/28/17 15:41,15:41:44,question about get valid input function 
503,11/28/17 15:47,HW/Project,cannot represent the specific square ,> 60 minutes,,tomatillo ,11/28/17 15:48,15:48:10,understanding backtracking 
543,11/28/17 15:56,HW/Project,I am having problem creating the maze,31 - 60 minutes,,mango,11/28/17 15:56,15:56:51,understanding 3-D lists
112,11/28/17 15:59,HW/Project,logic on my nested for loops for the 3DList,31 - 60 minutes,,tomatillo ,11/28/17 15:59,15:59:41,Ben took command 
503,11/28/17 16:01,HW/Project,when to make a deep copy ,> 60 minutes,,ugli fruit,11/28/17 16:05,16:05:01,needed help on recursive; not deep copy; he had a good start so told him to keep experimenting
543,11/28/17 16:24,HW/Project,I am having trouble splitting the string ,31 - 60 minutes,,ugli fruit,11/28/17 16:26,16:26:48,was splitting on comma instead of space; then needed help understanding how to implement 3D list
503,11/28/17 16:39,HW/Project,still cannot find the proper recursive way ,> 60 minutes,,pepper,11/28/17 16:41,16:41:18,Talked through possible recursive and base cases
543,11/28/17 16:54,HW/Project,I am having a slight difficulty creating the maze cells,16 - 30 minutes,,pepper,11/28/17 16:56,16:56:17,Needed help making 3D list instead of 2D
112,11/28/17 16:54,HW/Project,adding the row to the maze 3DList,16 - 30 minutes,,ugli fruit,11/28/17 16:56,16:56:34,Made some progress; student is still troubleshooting
123,11/28/17 17:02,Lab,Lab will not print out all the results,> 60 minutes,,pepper,11/28/17 17:03,17:03:28,Needed help/point back on lab
292,11/28/17 17:21,HW/Project,I need help seeing the correlation between the given file maze and the actual maze that will be constructed;,16 - 30 minutes,,ugli fruit,11/28/17 17:25,17:25:36,"helped understand how the 3rd dimension is the walls""; then helped with general understanding of recursion"""
536,11/29/17 10:01,HW/Project,Design Doc; Figuring out what I want to input for my seachMaze function,6 - 15 minutes,,fiddlehead,11/29/17 10:02,10:02:35,helped develope a plan to do the search function
555,11/29/17 10:05,HW/Project,Help creating maze data structure ,6 - 15 minutes,,watermelon,11/29/17 10:05,10:05:36,helped think about how to store maze
536,11/29/17 10:25,HW/Project,Talk thru the project,6 - 15 minutes,,fiddlehead,11/29/17 10:25,10:25:24,helped develope another plan for the search
361,11/29/17 10:33,HW/Project,stuck on creating 3d list,> 60 minutes,,watermelon,11/29/17 10:34,10:34:14,answered some questions about loops/functions differences
378,11/29/17 10:48,Concept,question on rounding ,< 5 minutes,,watermelon,11/29/17 10:48,10:48:29,tried to help with rounding error; maybe gave helpful advice
361,11/29/17 10:50,HW/Project,stuck on creating 3d list ,> 60 minutes,,fiddlehead,11/29/17 10:51,10:51:07,having trouble reading 
361,11/29/17 11:01,HW/Project,index through 3d list not working,31 - 60 minutes,,quince,11/29/17 11:02,11:02:05,needed to come back 
155,11/29/17 11:01,Lab,I casted an integer and it is not working on my program ,16 - 30 minutes,,quince ,11/29/17 11:15,11:15:17,using sum and not calling the fxn 
555,11/29/17 11:18,HW/Project,Help making maze into a 3D list,16 - 30 minutes,,quince,11/29/17 11:20,11:20:24,trouble understanding the file set up 
204,11/29/17 11:22,HW/Project,I am confused with how to create my 3d list; I have something done partially but its not totally correct;,> 60 minutes,,quince ,11/29/17 11:26,11:26:32,next steps for project (3d list creation)
503,11/29/17 13:04,HW/Project,some strange items in the last a few positions of a list ,> 60 minutes,,nectarine,11/29/17 13:08,13:08:08,told to comment code
510,11/29/17 13:07,HW/Project,Need help with understanding 3D list,6 - 15 minutes,,grape,11/29/17 13:15,13:15:00,confusion about the 3D list 
510,11/29/17 13:48,HW/Project,need help with creating the maze,6 - 15 minutes,,nectarine,11/29/17 13:51,13:51:22,forgot range in for loop
510,11/29/17 14:00,HW/Project,Need help with creating 3D list for maze,6 - 15 minutes,,vanilla,11/29/17 14:01,14:01:03,suggested she use readlines()
171,11/29/17 14:07,HW/Project,I have a question about the output of the program ,6 - 15 minutes,,horseradish,11/29/17 14:08,14:08:20,wanted help on overall design of proj 3
358,11/29/17 14:22,Lab,I don't know how to write the results found into the file,6 - 15 minutes,,horseradish,11/29/17 14:26,14:26:04,opened and closed output file within loop
522,11/29/17 14:27,HW/Project,I am confused o whether I am on the right track on how I am approaching the project,31 - 60 minutes,,vanilla,11/29/17 14:27,14:27:57,her design looked like it was in the right direction
510,11/29/17 14:30,HW/Project,help with getting rid of whitespace,6 - 15 minutes,,horseradish,11/29/17 14:30,14:30:38,question on reading in a line of walls;  I suggested split;
115,11/29/17 14:44,Concept,Trying to understand recursion (still)(I'm terrible at this),16 - 30 minutes,,horseradish,11/29/17 14:47,14:47:06,Needed help with recursion in triangle problem
522,11/29/17 14:59,HW/Project,I am having trouble reading in the maze from the file,16 - 30 minutes,,vanilla,11/29/17 15:02,15:02:33,waiting for an answer on slack
283,11/29/17 15:03,HW/Project,I'm having trouble using file I/O,> 60 minutes,,horseradish,11/29/17 15:08,15:08:15,Question on how to process input file;
283,11/29/17 15:26,HW/Project,I can't figure out how to turn a string into a list???,< 5 minutes,,horseradish,11/29/17 15:41,15:41:12,Fixed it herself
361,11/29/17 15:32,HW/Project,stuck on base cases,> 60 minutes,,horseradish,11/29/17 15:42,15:42:07,Design question for maze search
115,11/29/17 15:37,HW/Project,printing backwards string recursively,6 - 15 minutes,,horseradish,11/29/17 15:51,15:51:10,Need help with reverse function;
361,11/29/17 15:53,HW/Project,stuck on base case,> 60 minutes,,horseradish,11/29/17 15:57,15:57:26,Question about parameters to the search maze function
503,11/29/17 15:56,HW/Project,some strange items in the return list from the recursive function ,> 60 minutes,,olive,11/29/17 15:57,15:57:42,deleting one spot from berryh (?) told him to comment more
361,11/29/17 16:08,HW/Project,stuck on base cases/ parameters,> 60 minutes,,yam,11/29/17 16:08,16:08:52,recursive search design/general approach
420,11/29/17 16:09,HW/Project,I'm having trouble getting my recursive function to work when it runs into dead ends,> 60 minutes,,olive,11/29/17 16:15,16:15:17,over complicating recursive function
283,11/29/17 16:11,HW/Project,I'm confused on how to make my berryh; ,6 - 15 minutes,,yam,11/29/17 16:18,16:18:54,When to add to berryh
115,11/29/17 16:21,HW/Project,does recursion suck?,6 - 15 minutes,,yam,11/29/17 16:24,16:24:10,Reviewing hw about recursion - logic error
283,11/29/17 16:29,HW/Project,How do I append a row i +1 for example to the berryh list?,< 5 minutes,,olive,11/29/17 16:33,16:33:10,question about base case
361,11/29/17 16:32,HW/Project,stuck on the concept of the base case/ recursion cases,> 60 minutes,,yam,11/29/17 16:37,16:37:04,structure of recursive function
283,11/29/17 16:55,HW/Project,TypeError: 'int' object is not subscriptable?,< 5 minutes,,yam,11/29/17 16:55,16:55:37,3D list indexing syntax
244,11/29/17 17:13,general help,2d list ,< 5 minutes,,radish,11/29/17 17:13,17:13:36,Help with list
115,11/29/17 17:21,HW/Project,What if I'm just lonely?,16 - 30 minutes,,yam,11/29/17 17:22,17:22:00,Approach to non-recursive pascal's homework
283,11/29/17 17:23,HW/Project,I can not figure out why my indices are out of range;,6 - 15 minutes,,radish,11/29/17 17:24,17:24:29,Maze solver running out of bounds
283,11/29/17 17:41,HW/Project, IndexError: list index out of range?,6 - 15 minutes,,yam,11/29/17 17:43,17:43:22,nevermind
361,11/30/17 9:57,HW/Project,having trouble with base cases,> 60 minutes,,grape,11/30/17 10:07,10:07:01,Help with how maze recursion works
517,11/30/17 10:03,HW/Project,I honestly just don't understand the concept of how to approach the maze project,> 60 minutes,,grape,11/30/17 10:07,10:07:05,reading in the board 
112,11/30/17 10:16,HW/Project,3DList error,31 - 60 minutes,,iceberg lettuce,11/30/17 10:17,10:17:53,Base case should be end
510,11/30/17 10:17,HW/Project,Need help with a function and project design itself,< 5 minutes,,iceberg lettuce,11/30/17 10:18,10:18:15,Understanding the project
555,11/30/17 10:18,HW/Project,Help appending wall info into 3D list,6 - 15 minutes,,grape,11/30/17 10:22,10:22:20,reading in the board 
361,11/30/17 10:26,HW/Project,help on base case; if case is correct,> 60 minutes,,grape,11/30/17 10:28,10:28:34,verifying base case
517,11/30/17 10:32,HW/Project,not sure how to debug (or even understand what is being outputted),6 - 15 minutes,,iceberg lettuce,11/30/17 10:32,10:32:25,Making a maze board and reading in from a file
283,11/30/17 10:32,HW/Project,I have an indexing error that I don't know how to solve;,16 - 30 minutes,,grape,11/30/17 10:38,10:38:06,accidently had '4' as the value of TOP
510,11/30/17 10:41,HW/Project,need help with creating a maze,16 - 30 minutes,,iceberg lettuce,11/30/17 10:44,10:44:00,Explained the logic for creating a board
283,11/30/17 10:48,HW/Project,My program exits the recursion fine; but does not seem to be executing the base case;,< 5 minutes,,grape,11/30/17 10:50,10:50:49,none of the if statements were true
361,11/30/17 10:49,HW/Project,berryh isnt appending or deep copy isnt correct?,> 60 minutes,,iceberg lettuce,11/30/17 10:51,10:51:28,Had a bad berryh list
112,11/30/17 10:56,HW/Project,3DList,16 - 30 minutes,,iceberg lettuce,11/30/17 11:00,11:00:16,Had questions about reading in a file
283,11/30/17 11:05,HW/Project,I have an indexing error I don't know how to solve,< 5 minutes,,daikon,11/30/17 11:05,11:05:27,creating the list
543,11/30/17 11:18,HW/Project,I am having difficulty constructing the base case for the recursive function,31 - 60 minutes,,daikon,11/30/17 11:18,11:18:25,base case help
112,11/30/17 11:19,HW/Project,3DList,16 - 30 minutes,,daikon,11/30/17 11:23,11:23:02,help creating maze - a bit confised of all the lists
510,11/30/17 11:32,HW/Project,Need hwlp with 3D lst,16 - 30 minutes,,daikon,11/30/17 11:32,11:32:11,help creating 3d list
478,11/30/17 11:33,HW/Project,Making 3D list,> 60 minutes,,daikon,11/30/17 11:38,11:38:14,conceptual problem
517,11/30/17 11:39,HW/Project,was finally able to create 3D list; but now i have the (innermost list) numbers as strings; when they need to be integers,6 - 15 minutes,,daikon,11/30/17 11:50,11:50:47,nevermind
478,11/30/17 12:11,HW/Project,3-D list,16 - 30 minutes,,coconut,11/30/17 12:12,12:12:07,helped him with loop
204,11/30/17 12:12,HW/Project,Im unsure how to get the finish row and column into main,31 - 60 minutes,,coconut,11/30/17 12:36,12:36:49,advised him to use two functions
543,11/30/17 12:17,HW/Project,I am having difficulty with updating values in the recursive function,6 - 15 minutes,,coconut,11/30/17 12:40,12:40:11,told him to add 5th element to maze block
171,11/30/17 12:18,HW/Project,Im having trouble with my readMaze and searchMaze functions ,16 - 30 minutes,,coconut,11/30/17 12:55,12:55:23,was confused on file reading
503,11/30/17 12:37,HW/Project,strange route found in my own created maze txt file ,> 60 minutes,,,,,office hours over
503,11/30/17 12:44,HW/Project,strange route found in my own made maze txt file ,> 60 minutes,,,,,requested again
503,11/30/17 14:03,HW/Project,strange route found in my own made maze txt file ,> 60 minutes,,vanilla,11/30/17 14:03,14:03:26,told him to make a small change to what he was returning for a base case
376,11/30/17 14:11,HW/Project,I am confused at what inputs the searchMaze() function will require;,6 - 15 minutes,,squash,11/30/17 14:13,14:13:30,Suggested some parameters that might be helpful to implementing the function recursively
535,11/30/17 14:18,HW/Project,I need some other ideas for functions I can implement in this project,6 - 15 minutes,,vanilla,11/30/17 14:19,14:19:04,suggested some helper functions she could have
463,11/30/17 14:29,HW/Project,cs201;proj3 design; I'd like my design checked to see if it looks ok;,31 - 60 minutes,,squash,11/30/17 14:32,14:32:50,Reviewed his design and suggested a few changes
271,11/30/17 14:39,HW/Project,Project3: I need help understanding recursion logic for the maze project to complete my design please; Recursion is my weakest topic that I understand,16 - 30 minutes,,vanilla,11/30/17 14:42,14:42:24,Wanted some clarity on his design
376,11/30/17 14:42,HW/Project,I was confused on how to make a 3D list,6 - 15 minutes,,squash,11/30/17 14:42,14:42:26,Walked him through creation of a 3D list but ended up debugging stuff to get started
555,11/30/17 14:53,HW/Project,Help with 3D list for maze,6 - 15 minutes,,vanilla,11/30/17 14:55,14:55:05,Was reading in file incorrectly
376,11/30/17 15:16,HW/Project,I am confused by why my code is printing out blank lists;,6 - 15 minutes,,zucchini,11/30/17 15:16,15:16:44,"stopped in the middle of explainging and was like Why am I even doing it like this? What is this for??"" ;;;sorta just let him go with his thoughts"""
503,11/30/17 15:21,HW/Project,strange items in solution list ,> 60 minutes,,fiddlehead,11/30/17 15:22,15:22:40,talked about what he needs to be removing from his berryhlist
271,11/30/17 15:25,HW/Project,Project 3: how to access the starting row and column maximum and minimum bounds from file for function getValidInt(),16 - 30 minutes,,zucchini,11/30/17 15:33,15:33:05,small review of open and file object with readline and readlines
477,11/30/17 15:34,HW/Project,inputs for recursive fuctions in design3,6 - 15 minutes,,fiddlehead,11/30/17 15:34,15:34:45,talked about variables he should have in the design of search maze
555,11/30/17 15:52,HW/Project,appending to 3D list,6 - 15 minutes,,fiddlehead,11/30/17 15:53,15:53:12,told him to draw out what he was trying to do
271,11/30/17 16:04,HW/Project,Project 3: would like confirmation that the 3D list being returned from readMaze() is in proper format regarding \n's and white space,6 - 15 minutes,,jicama,11/30/17 16:08,16:08:04,Helped with strip and split
283,11/30/17 16:14,HW/Project,I don't understand why I'm getting that my list index is out of range;,16 - 30 minutes,,jicama,11/30/17 16:14,16:14:44,Helped with 3D list
503,11/30/17 16:21,HW/Project,how to remove the unnecessary berryhs in solution list ,> 60 minutes,,jicama,11/30/17 16:35,16:35:01,Trouble with recursively checking berryhs
555,11/30/17 16:29,HW/Project,appending columns to row for 3D list,6 - 15 minutes,,jicama,11/30/17 16:44,16:44:46,Got confused with append vs assignment
477,11/30/17 16:30,HW/Project,splitting a read open file,< 5 minutes,,jicama,11/30/17 16:50,16:50:14,student left
283,11/30/17 16:34,HW/Project,I'm having trouble creating my maze;,6 - 15 minutes,,jicama,11/30/17 16:51,16:51:09,Tried to help with recursive case- couldn't help; told her to think through and make an outline
361,11/30/17 16:38,HW/Project,stuck; getting error on searchMaze function,> 60 minutes,,jicama,11/30/17 17:04,17:04:36,Helped with checking if coordinates are in berryh
522,11/30/17 16:41,HW/Project,I am having trouble with determining how to check if that maze cell has already been checked,16 - 30 minutes,,,11/30/17 17:17,17:17:00,student left
503,11/30/17 16:44,HW/Project,strange return things ,> 60 minutes,,kale,11/30/17 17:08,17:08:16,berryh had extra positions from failures
292,11/30/17 16:49,Lab,I wanted to write to my new file for the lab but I have a list and I̍m not sure how to convert my list to a string so that it can be written,> 60 minutes,,jicama,11/30/17 17:22,17:22:26,Helped with using join
478,11/30/17 16:51,HW/Project,Movement through the maze,> 60 minutes,,kale,11/30/17 17:21,17:21:47,visualizing maze
361,11/30/17 17:04,HW/Project,error with searchMaze function,> 60 minutes,,,,,requested again
361,11/30/17 17:21,HW/Project,berryh is going between two values; stuck,16 - 30 minutes,,jicama,11/30/17 17:25,17:25:36,Helped understand using for loop with recursion
327,11/30/17 17:21,HW/Project,I would like to talk about my recursive function and how it should work;,31 - 60 minutes,,jicama,11/30/17 17:39,17:39:34,Helped with understanding using for loop with recursion
283,11/30/17 17:31,HW/Project,Can you put a base case in a recursive call?,< 5 minutes,,kale,11/30/17 17:41,17:41:02,not adding walls; removing from berryh
292,11/30/17 17:33,Lab,Just wjicama check lab;,6 - 15 minutes,,jicama,11/30/17 17:55,17:55:14,Checked lab
547,11/30/17 17:39,HW/Project,I cannot understand the concept of doing the maze solver recursively; ,6 - 15 minutes,,kale,11/30/17 18:00,18:00:39,how to recursion;;;
361,11/30/17 18:04,HW/Project,stuck with two values going back in forth in berryh,> 60 minutes,,lima,11/30/17 18:05,18:05:36,was going back to already searched indices
327,11/30/17 18:13,HW/Project,"I would like to discuss my recursive function and where I would need a deep copy of berryh""""",16 - 30 minutes,,lima,11/30/17 18:14,18:14:02,didn't have adeep copy
283,11/30/17 18:16,HW/Project,I'm having trouble with logic; ,6 - 15 minutes,,kale,11/30/17 18:16,18:16:33,not going backwards
327,11/30/17 18:41,HW/Project,My recursive function is printing more debug statements than I think it should;,16 - 30 minutes,,lima,11/30/17 18:42,18:42:49,print statements confused person
510,11/30/17 18:41,HW/Project,Need help with 3D list,31 - 60 minutes,,lima,11/30/17 18:55,18:55:54,whoops; no note
503,12/1/17 10:00,HW/Project,cannot remove the old berryhs to the dead end ,> 60 minutes,,mango,12/1/17 10:01,10:01:09,Help with removing from the berryh
361,12/1/17 10:02,HW/Project,Stuck checking if berryh is already in list,> 60 minutes,,berry,12/1/17 10:06,10:06:22,Helped her look at what she was actually appending (current position; not one wit he right)
555,12/1/17 10:07,HW/Project,appending columns to 3D maze,6 - 15 minutes,,mango,12/1/17 10:14,10:14:30,Help with making the 3-D maze
194,12/1/17 10:10,Lab,YO berry WADDUP I DID IT,16 - 30 minutes,,berry,12/1/17 10:17,10:17:09,Yo Nate; checked you off
420,12/1/17 10:14,HW/Project,My program works for all of the starting points in the two given mazes but I want to make sure it's ok that I didn't make a deep copy of the berryh list ,> 60 minutes,,berry,12/1/17 10:20,10:20:05,Wasn't sure if she chould make a deep copy using myList[:] syntax (update: its fine)
361,12/1/17 10:20,HW/Project,checking if list is already in berryh,> 60 minutes,,mango,12/1/17 10:20,10:20:42,Working through the recursive cases
555,12/1/17 10:31,HW/Project,Returning multiple parameters?,< 5 minutes,,mango,12/1/17 10:31,10:31:42,said returning a list could work; or breaking it down into several functions
420,12/1/17 10:36,HW/Project,My program works for all of the given cases but I don't use some of the concepts covered in class such as deep copying a 2D list and want to make sure I wouldn't get points off,31 - 60 minutes,,mango,12/1/17 10:36,10:36:55,Question about requirements for the project
187,12/1/17 10:52,HW/Project,Having trouble understanding/constructing recursive cases to solve the maze,31 - 60 minutes,,mango,12/1/17 10:53,10:53:48,Recursive maze
575,12/1/17 10:56,HW/Project,I'm having trouble understanding how loops would construct a 3D list,31 - 60 minutes,,berry,12/1/17 10:56,10:56:22,Conceptual file -> list; thinking about it together!
219,12/1/17 10:56,HW/Project,My program needs to read in maze info from a file; I'm am confused at the information from the file and the format of it; in order to  run through and create the data structure; ,> 60 minutes,,mango,12/1/17 10:58,10:58:26,Reading in the file
477,12/1/17 10:59,HW/Project,Making a 3D list in readMaze,16 - 30 minutes,,pepper,12/1/17 11:03,11:03:44,Needed to use readlines() and save return value of ;strip()
503,12/1/17 11:14,HW/Project,recursive function ,> 60 minutes,,lima,12/1/17 11:15,11:15:07,Didnt understand recursion
187,12/1/17 11:18,HW/Project,My maze is jumping back and forth between coordinates,16 - 30 minutes,,pepper,12/1/17 11:19,11:19:30,Needed to add starting coord to berryh
252,12/1/17 11:23,Lab,would like to get checked off for my lab,> 60 minutes,,pepper,12/1/17 11:25,11:25:25,Point back for lab
575,12/1/17 11:27,HW/Project,how do you make readline() read the next line?,6 - 15 minutes,,pepper,12/1/17 11:27,11:27:56,Confusion on how ;readline() worked
394,12/1/17 11:31,HW/Project,In project 3; in the searchMaze function; I need help removing values from my list when I hit a dead end in the maze;,31 - 60 minutes,,pepper,12/1/17 11:33,11:33:40,Needed help figuring out how to remove incorrect values
503,12/1/17 11:50,HW/Project,almost done; very strange things happen ,> 60 minutes,,lima,12/1/17 11:50,11:50:59,whoops; no note
358,12/1/17 11:53,Lab,Point back for completing the lab,< 5 minutes,,pepper,12/1/17 11:53,11:53:48,Point back for lab
361,12/1/17 13:03,HW/Project,stuck on recursion calls,> 60 minutes,,zucchini,12/1/17 13:05,13:05:03,issue with checking if step was currently in berryh
271,12/1/17 13:04,HW/Project,Project 3: need help with converting a list of strings into 3D list for maze please,31 - 60 minutes,,nectarine,12/1/17 13:07,13:07:31,confused about example
477,12/1/17 13:06,HW/Project,Base cases for searchMaze,16 - 30 minutes,,zucchini,12/1/17 13:14,13:14:34,base case and what the function should return
285,12/1/17 13:11,HW/Project,it isn't taking the right berryh,16 - 30 minutes,,nectarine,12/1/17 13:16,13:16:09,wanted calrification about procedure for searchMAze
327,12/1/17 13:17,HW/Project,"My recursive function seems to have trouble handling cases where it needs to backtrack"" through a maze;""",6 - 15 minutes,,nectarine,12/1/17 13:21,13:21:14,idn't have a deadend base case
394,12/1/17 13:20,HW/Project,On project 3 in searchMaze; My solution list appends the final point but then continues to append like it is backtracking through the maze;,31 - 60 minutes,,zucchini,12/1/17 13:21,13:21:55,return values of searchMaze()
271,12/1/17 13:26,HW/Project,Project 3: having trouble with making a 3D list to represent the maze,31 - 60 minutes,,nectarine,12/1/17 13:28,13:28:33,logic errors in for loop
235,12/1/17 13:26,HW/Project,Having trouble visualizing how to move through the maze recursively with searchMaze(),31 - 60 minutes,,zucchini,12/1/17 13:33,13:33:38,traveling around the maze
327,12/1/17 13:39,HW/Project,I would like to go over my recursive function; specifically how to construct the base case for reaching a dead end;,6 - 15 minutes,,zucchini,12/1/17 13:40,13:40:13,how to return the berryh up the recursive tree
285,12/1/17 13:40,HW/Project,i can't figure out how to make my proogram check more than one direction at a time,16 - 30 minutes,,zucchini,12/1/17 13:55,13:55:11,student left
376,12/1/17 13:54,HW/Project,I would like a couple of small questions answered;,< 5 minutes,,zucchini,12/1/17 13:56,13:56:03,Question about requirements for the project
327,12/1/17 14:04,HW/Project,"I am not sure how to make an efficient base case for checking if there is a dead end""""",6 - 15 minutes,,nectarine,12/1/17 14:11,14:11:10,explained logic
456,12/1/17 14:15,HW/Project,My function to read in the filename and turn it into a 3D list isn't working;,16 - 30 minutes,,nectarine,12/1/17 14:17,14:17:10,ing loop weridly; told to comment
171,12/1/17 14:16,HW/Project,I'm having trouble with my readMaze function ,16 - 30 minutes,,nectarine,12/1/17 14:23,14:23:56,forgot nested loops were a thing
361,12/1/17 14:33,HW/Project,recursion depth error,> 60 minutes,,olive,12/1/17 14:36,14:36:21,too many recursive calls
327,12/1/17 14:40,HW/Project,I would simply like to clean up some code;,< 5 minutes,,olive,12/1/17 14:42,14:42:24,simplifying code
265,12/1/17 14:41,HW/Project,I don't know which to pass in for a parameter,6 - 15 minutes,,nectarine,12/1/17 14:46,14:46:11,looked over design
361,12/1/17 14:41,HW/Project,stuck in recursive loop,> 60 minutes,,nectarine,12/1/17 14:46,14:46:43,went over base cases
115,12/1/17 14:45,Concept,I'm just a bad programmer,< 5 minutes,,olive,12/1/17 14:49,14:49:18,talked about recursive case
477,12/1/17 14:46,HW/Project,Endless recursive loop,6 - 15 minutes,,nectarine,12/1/17 14:52,14:52:42,talked about base cases
503,12/1/17 14:48,HW/Project,so many extra items in the solution list ,> 60 minutes,,nectarine,12/1/17 14:58,14:58:48,gave advice on where to look
285,12/1/17 14:49,HW/Project,I can't figure out how to make my program check for more than one open spot in a box,16 - 30 minutes,,berry,12/1/17 14:59,14:59:00,discussed possible ideas of what to do when reacihing a dead end
361,12/1/17 15:05,HW/Project,recursive infinite loop,16 - 30 minutes,,berry,12/1/17 15:11,15:11:49,discussed possible ideas of what to do when reacihing a dead end
412,12/1/17 15:09,HW/Project,I want to have my design checked so that I can see if I am on the right track,6 - 15 minutes,,olive,12/1/17 15:11,15:11:22,design check
327,12/1/17 15:18,HW/Project,"In maze 2; my recursive function returns None"" even though it finds a solution that has the full berryh;""",< 5 minutes,,berry,12/1/17 15:18,15:18:36,rubber duck - used a magic number instead of a constant
257,12/1/17 15:22,HW/Project,Having trouble creating a 3D list,31 - 60 minutes,,nectarine,12/1/17 15:23,15:23:13,rubber duck
412,12/1/17 15:26,HW/Project,Trying to figure out how the program would read in the maze;txt file,6 - 15 minutes,,berry,12/1/17 15:29,15:29:31,understanding that the format is the same for each mazefile so that line 3 is where maze information starts
285,12/1/17 15:30,HW/Project,list' object is not callable error,6 - 15 minutes,,berry,12/1/17 15:33,15:33:06,overwriting for loop
456,12/1/17 15:32,HW/Project,While the row and square building is working fine; the maze building is not;,31 - 60 minutes,,berry,12/1/17 15:41,15:41:34,multiple names for the same thing needed to be consistent
477,12/1/17 15:33,HW/Project,Endless recursive loop,31 - 60 minutes,,mango,12/1/17 16:01,16:01:10,Minor logic error
257,12/1/17 15:41,HW/Project,Trying to evaluate the rows of the 3D list,6 - 15 minutes,,berry,12/1/17 16:02,16:02:13,understanding why a nest for loop shouldnt be used with her reading file style (readlines)
503,12/1/17 16:00,HW/Project,how to remove old berryhs ,> 60 minutes,,mango,12/1/17 16:06,16:06:24,Understanding how to remove old berryhs
285,12/1/17 16:01,HW/Project,index out of range error when trying to avoid certain berryhs,6 - 15 minutes,,quince,12/1/17 16:09,16:09:39,base case assuming change in maze structure (told not to chnage maze)
477,12/1/17 16:08,HW/Project,converting a 2D list to a string,6 - 15 minutes,,quince,12/1/17 16:18,16:18:39,using ;join on a 2d list can't do
361,12/1/17 16:08,HW/Project,stuck in recursion loop,> 60 minutes,,mango,12/1/17 16:21,16:21:12,Help with max recursion depth
547,12/1/17 16:27,HW/Project,Having issues with my recursive case; ,6 - 15 minutes,,mango,12/1/17 16:32,16:32:35,Understanding the recursion
361,12/1/17 16:34,HW/Project,stuck with recursive loop,> 60 minutes,,quince,12/1/17 16:38,16:38:11,wasn't returning in the recursive case
285,12/1/17 16:39,HW/Project,Index out of range error,6 - 15 minutes,,quince,12/1/17 16:41,16:41:21,didn't understand what the base case would be
503,12/1/17 16:40,HW/Project,invalid syntax in while loop from other helper function ,> 60 minutes,,mango,12/1/17 16:44,16:44:52,out of range error
283,12/1/17 16:44,HW/Project,I would like help testing testing that my program completes maze2;txt,16 - 30 minutes,,quince,12/1/17 16:53,16:53:05,needed me to help with creating a smaller scale case
513,12/4/17 10:03,HW/Project,One function is not working properly; It is not entering I want it to;,> 60 minutes,,watermelon,12/4/17 10:03,10:03:54,helped look through code; suggested disecting code line-by-line
